67033,occ,,,4623,Eutrephoceras dekayi,species,122370,Maastrichtian,,72.1,66,282
67092,occ,,,4629,Eutrephoceras dekayi,species,122370,Maastrichtian,,72.1,66,282
68157,occ,,,4871,Aturia coxi,species,323854,Late Miocene,,11.608,5.333,292
68343,occ,,,4888,Aturia,genus,13148,Kaiatan,,37.2,36,301
70229,occ,,,5160,Hercoglossa romeroi,species,323846,Danian,,66,61.6,310
73247,occ,,,5344,Aturia alabamensis,species,122907,Bartonian,,41.3,38,318
73267,occ,,,5344,Eutrephoceras carolinensis,species,94844,Bartonian,,41.3,38,318
73510,occ,,,5354,Aturia alabamensis,species,122907,Bartonian,,41.3,38,318
73527,occ,,,5354,Eutrephoceras carolinensis,species,94844,Bartonian,,41.3,38,318
73673,occ,,,5362,Aturia,genus,13148,Late Eocene,,37.2,33.9,318
73700,occ,,,5362,Eutrephoceras carolinensis,species,94844,Late Eocene,,37.2,33.9,318
73719,occ,,,5363,Aturia,genus,13148,Late Eocene,,37.2,33.9,318
73731,occ,,,5363,Eutrephoceras carolinensis,species,94844,Late Eocene,,37.2,33.9,318
73763,occ,,,5365,Aturia,genus,13148,Late Eocene,,37.2,33.9,318
73776,occ,,,5366,Aturia alabamensis,species,122907,Bartonian,,41.3,38,318
73800,occ,,,5366,Eutrephoceras carolinensis,species,94844,Bartonian,,41.3,38,318
73858,occ,,,5367,Eutrephoceras carolinensis,species,94844,Bartonian,,41.3,38,318
74562,occ,,,5496,Hercoglossa,genus,13213,Ypresian,,56,47.8,322
74563,occ,,,5496,Aturia myrlae,species,314739,Ypresian,,56,47.8,322
81398,occ,,,2104,Cenoceras,genus,13161,Oxfordian,,163.5,157.3,41
85874,occ,,,6170,Eutrephoceras dekayi,species,122370,Late Campanian,,83.5,70.6,384
85875,occ,,,6174,Eutrephoceras dekayi,species,122370,Late Campanian,,83.5,70.6,384
85876,occ,,,6176,Eutrephoceras dekayi,species,122370,Late Campanian,,83.5,70.6,384
86122,occ,,,6266,Eutrephoceras victorianum,species,83846,Thanetian,,59.2,56,398
86123,occ,,,6266,Aturoidea distans,species,83847,Thanetian,,59.2,56,398
86164,occ,,,6267,Eutrephoceras victorianum,species,83846,Thanetian,,59.2,56,398
86165,occ,,,6267,Aturoidea distans,species,83847,Thanetian,,59.2,56,398
86193,occ,,,6268,Eutrephoceras victorianum,species,83846,Thanetian,,59.2,56,398
86194,occ,,,6268,Aturoidea distans,species,83847,Thanetian,,59.2,56,398
86198,occ,,,6269,Aturoidea distans,species,83847,Thanetian,,59.2,56,398
88218,occ,,,6660,Eutrephoceras,genus,13198,Early Campanian,Middle Campanian,83.5,70.6,408
97986,occ,,,7467,Eutrephoceras dekayi,species,122370,Middle Campanian,,83.5,70.6,488
98095,occ,,,7472,Eutrephoceras planoventer,species,323587,Late Campanian,,83.5,70.6,444
98334,occ,,,7480,Eutrephoceras planoventer,species,323587,Maastrichtian,,72.1,66,444
98443,occ,,,7481,Eutrephoceras planoventer,species,323587,Late Campanian,,83.5,70.6,444
98542,occ,,,7482,Eutrephoceras planoventer,species,323587,Late Campanian,,83.5,70.6,444
98727,occ,,,7493,Eutrephoceras planoventer,species,323587,Maastrichtian,,72.1,66,444
98875,occ,,,7502,Eutrephoceras planoventer,species,323587,Late Campanian,,83.5,70.6,444
98901,occ,,,7503,Eutrephoceras planoventer,species,323587,Late Campanian,,83.5,70.6,444
99433,occ,,,7552,Eutrephoceras planoventer,species,323587,Late Campanian,,83.5,70.6,444
99479,occ,,,7560,Eutrephoceras planoventer,species,323587,Maastrichtian,,72.1,66,444
99611,occ,,,7570,Eutrephoceras planoventer,species,323587,Maastrichtian,,72.1,66,444
99664,occ,,,7577,Eutrephoceras planoventer,species,323587,Late Campanian,,83.5,70.6,444
101408,occ,,,7788,Aturia turneri,species,314744,Ypresian,,56,47.8,495
101666,occ,,,7789,Angulithes,genus,123388,Ypresian,,56,47.8,495
101667,occ,,,7789,Aturia turneri,species,314744,Ypresian,,56,47.8,495
102012,occ,,,7791,Cimomia reymenti,species,318445,Selandian,,61.6,59.2,496
102013,occ,,,7791,Cimomia ogbei,species,318446,Selandian,,61.6,59.2,496
102014,occ,,,7791,Cimomia milleri,species,318447,Selandian,,61.6,59.2,496
102015,occ,,,7791,Cimomia dessauvagiei,species,318448,Selandian,,61.6,59.2,496
102016,occ,,,7791,Cimomia (Afrocimomia) ewekoroensis,species,318450,Selandian,,61.6,59.2,496
102017,occ,,,7791,Deltoidonautilus togoensis,species,318452,Selandian,,61.6,59.2,496
102185,occ,,,8025,Eutrephoceras (Simplicioceras) centrale,species,314133,Ypresian,,56,47.8,534
102456,occ,,,8047,Cimomia,genus,13165,Lutetian,,47.8,41.3,536
102470,occ,,,8050,Deltoidonautilus sowerbyi,species,112124,Ypresian,,56,47.8,538
104605,occ,,,8124,Cimomia imperialis,species,112122,Lutetian,,47.8,41.3,551
104606,occ,,,8124,Aturia ziczac,species,122912,Lutetian,,47.8,41.3,551
133087,occ,,,11120,Eutrephoceras stephensoni,species,127229,Paleocene,,66,56,4090
145568,occ,,,12774,Cymatoceras pseudoelegans,species,132031,Early Hauterivian,,136.4,130,4271
146031,occ,,,12838,Eutrephoceras clementinum,species,313300,Late Albian,,105.3,99.6,4271
146032,occ,,,12838,Cymatoceras radiatum,species,313348,Late Albian,,105.3,99.6,4271
151279,occ,,,13427,Pseudaganides klebelsbergi,species,324196,Early Tithonian,,150.8,145,6002
151382,occ,,,13445,Pseudaganides klebelsbergi,species,324196,Early Tithonian,,150.8,145,6002
151383,occ,,,13445,Aulaconautilus picteti,species,324195,Early Tithonian,,150.8,145,6002
151717,occ,,,13515,Paracenoceras,genus,13252,Late Callovian,Late Oxfordian,164.7,155.7,6119
151798,occ,31490,,13521,Nautilidae,family,93682,Middle Eocene,Late Eocene,48.6,33.9,27487
153167,occ,,,13614,Paracenoceras,genus,13252,Middle Callovian,Late Callovian,164.7,161.2,6119
153999,occ,,,13667,Paracenoceras,genus,13252,Middle Callovian,Late Callovian,164.7,161.2,6119
155065,occ,,,13786,Paracenoceras,genus,13252,Callovian,Oxfordian,166.1,157.3,6119
155116,occ,,,13791,Paracenoceras,genus,13252,Callovian,Oxfordian,166.1,157.3,6119
155772,occ,,,13858,Paracenoceras,genus,13252,Callovian,Oxfordian,166.1,157.3,6119
155811,occ,,,13862,Paracenoceras,genus,13252,Jurassic,Late Jurassic,201.3,145,6119
155839,occ,,,13864,Paracenoceras,genus,13252,Callovian,Oxfordian,166.1,157.3,6119
